sourcePath,sourceType,targetPath,targetType,mappingStrategy,status,testCaseId,notes
pacs00800101.grpHdr.instgAgt.finInstnId.cmbndId.pstlAdr.adrTp.declaringClass,Class,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.declaringClass,Class,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.cmbndId.pstlAdr.adrTp.ADDR,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.ADDR,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.cmbndId.pstlAdr.adrTp.PBOX,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.PBOX,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.cmbndId.pstlAdr.adrTp.HOME,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.HOME,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.cmbndId.pstlAdr.adrTp.BIZZ,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.BIZZ,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.cmbndId.pstlAdr.adrTp.MLTO,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.MLTO,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.cmbndId.pstlAdr.adrTp.DLVY,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.DLVY,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.cmbndId.pstlAdr.bldgNb,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.bldgNb,String,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.cmbndId.pstlAdr.ctry,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.ctry,String,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.cmbndId.pstlAdr.ctrySubDvsn,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.ctrySubDvsn,String,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.cmbndId.pstlAdr.pstCd,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.pstCd,String,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.cmbndId.pstlAdr.strtNm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.strtNm,String,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.cmbndId.pstlAdr.twnNm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.twnNm,String,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.nmAndAdr,NameAndAddress7,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.nmAndAdr,NameAndAddress7,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.nmAndAdr.nm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.nm,String,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.nmAndAdr.pstlAdr,PostalAddress1,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr,PostalAddress1,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.nmAndAdr.pstlAdr.adrLine,List<String>,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrLine,List<String>,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp.declaringClass,Class,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.declaringClass,Class,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp.ADDR,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.ADDR,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp.PBOX,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.PBOX,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp.HOME,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.HOME,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp.BIZZ,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.BIZZ,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp.MLTO,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.MLTO,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp.DLVY,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.DLVY,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.nmAndAdr.pstlAdr.bldgNb,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.bldgNb,String,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.nmAndAdr.pstlAdr.ctry,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.ctry,String,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.nmAndAdr.pstlAdr.ctrySubDvsn,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.ctrySubDvsn,String,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.nmAndAdr.pstlAdr.pstCd,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.pstCd,String,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.nmAndAdr.pstlAdr.strtNm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.strtNm,String,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.nmAndAdr.pstlAdr.twnNm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.twnNm,String,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.prtryId,GenericIdentification3,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.cmbndId.prtryId,GenericIdentification3,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.prtryId.id,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.id,String,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.instgAgt.finInstnId.prtryId.issr,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.cmbndId.prtryId.issr,String,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.intrBkSttlmDt,LocalDate,pacs00900101.cdtTrfTxInf[].intrBkSttlmDt,LocalDate,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.pmtTpInf,PaymentTypeInformation3,pacs00900101.cdtTrfTxInf[].pmtTpInf,PaymentTypeInformation5,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.pmtTpInf.clrChanl,ClearingChannel2Code,pacs00900101.cdtTrfTxInf[].pmtTpInf.clrChanl,ClearingChannel2Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.pmtTpInf.clrChanl.declaringClass,Class,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.declaringClass,Class,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.pmtTpInf.clrChanl.RTGS,ClearingChannel2Code,pacs00900101.cdtTrfTxInf[].pmtTpInf.clrChanl.RTGS,ClearingChannel2Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.pmtTpInf.clrChanl.RTNS,ClearingChannel2Code,pacs00900101.cdtTrfTxInf[].pmtTpInf.clrChanl.RTNS,ClearingChannel2Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.pmtTpInf.clrChanl.MPNS,ClearingChannel2Code,pacs00900101.cdtTrfTxInf[].pmtTpInf.clrChanl.MPNS,ClearingChannel2Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.pmtTpInf.clrChanl.BOOK,ClearingChannel2Code,pacs00900101.cdtTrfTxInf[].pmtTpInf.clrChanl.BOOK,ClearingChannel2Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.pmtTpInf.ctgyPurp,PaymentCategoryPurpose1Code,,,,not-started,,
pacs00800101.grpHdr.pmtTpInf.ctgyPurp.declaringClass,Class,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.declaringClass,Class,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.pmtTpInf.ctgyPurp.CORT,PaymentCategoryPurpose1Code,,,,not-started,,
pacs00800101.grpHdr.pmtTpInf.ctgyPurp.SALA,PaymentCategoryPurpose1Code,,,,not-started,,
pacs00800101.grpHdr.pmtTpInf.ctgyPurp.TREA,PaymentCategoryPurpose1Code,,,,not-started,,
pacs00800101.grpHdr.pmtTpInf.ctgyPurp.CASH,PaymentCategoryPurpose1Code,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd.CASH,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.pmtTpInf.ctgyPurp.DIVI,PaymentCategoryPurpose1Code,,,,not-started,,
pacs00800101.grpHdr.pmtTpInf.ctgyPurp.GOVT,PaymentCategoryPurpose1Code,,,,not-started,,
pacs00800101.grpHdr.pmtTpInf.ctgyPurp.INTE,PaymentCategoryPurpose1Code,,,,not-started,,
pacs00800101.grpHdr.pmtTpInf.ctgyPurp.LOAN,PaymentCategoryPurpose1Code,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd.LOAN,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.pmtTpInf.ctgyPurp.PENS,PaymentCategoryPurpose1Code,,,,not-started,,
pacs00800101.grpHdr.pmtTpInf.ctgyPurp.SECU,PaymentCategoryPurpose1Code,,,,not-started,,
pacs00800101.grpHdr.pmtTpInf.ctgyPurp.SSBE,PaymentCategoryPurpose1Code,,,,not-started,,
pacs00800101.grpHdr.pmtTpInf.ctgyPurp.SUPP,PaymentCategoryPurpose1Code,,,,not-started,,
pacs00800101.grpHdr.pmtTpInf.ctgyPurp.TAXS,PaymentCategoryPurpose1Code,,,,not-started,,
pacs00800101.grpHdr.pmtTpInf.ctgyPurp.TRAD,PaymentCategoryPurpose1Code,,,,not-started,,
pacs00800101.grpHdr.pmtTpInf.ctgyPurp.VATX,PaymentCategoryPurpose1Code,,,,not-started,,
pacs00800101.grpHdr.pmtTpInf.ctgyPurp.HEDG,PaymentCategoryPurpose1Code,,,,not-started,,
pacs00800101.grpHdr.pmtTpInf.ctgyPurp.INTC,PaymentCategoryPurpose1Code,,,,not-started,,
pacs00800101.grpHdr.pmtTpInf.ctgyPurp.WHLD,PaymentCategoryPurpose1Code,,,,not-started,,
pacs00800101.grpHdr.pmtTpInf.instrPrty,Priority2Code,pacs00900101.cdtTrfTxInf[].pmtTpInf.instrPrty,Priority2Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.pmtTpInf.instrPrty.declaringClass,Class,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.declaringClass,Class,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.pmtTpInf.instrPrty.HIGH,Priority2Code,pacs00900101.cdtTrfTxInf[].pmtTpInf.instrPrty.HIGH,Priority2Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.pmtTpInf.instrPrty.NORM,Priority2Code,pacs00900101.cdtTrfTxInf[].pmtTpInf.instrPrty.NORM,Priority2Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.pmtTpInf.lclInstrm,LocalInstrument1Choice,pacs00900101.cdtTrfTxInf[].pmtTpInf.lclInstrm,RestrictedProprietaryChoice,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.pmtTpInf.lclInstrm.cd,String,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.pmtTpInf.lclInstrm.prtry,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.clrSysMmbId.prtry,String,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.pmtTpInf.svcLvl,ServiceLevel2Choice,pacs00900101.cdtTrfTxInf[].pmtTpInf.svcLvl,RestrictedProprietaryChoice,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.pmtTpInf.svcLvl.cd,ServiceLevel1Code,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.pmtTpInf.svcLvl.cd.declaringClass,Class,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.declaringClass,Class,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.pmtTpInf.svcLvl.cd.SEPA,ServiceLevel1Code,,,,not-started,,
pacs00800101.grpHdr.pmtTpInf.svcLvl.cd.SDVA,ServiceLevel1Code,,,,not-started,,
pacs00800101.grpHdr.pmtTpInf.svcLvl.cd.PRPT,ServiceLevel1Code,,,,not-started,,
pacs00800101.grpHdr.pmtTpInf.svcLvl.prtry,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.clrSysMmbId.prtry,String,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys,ClearingSystemIdentification1Choice,pacs00900101.grpHdr.sttlmInf.clrSys,ClearingSystemIdentification1Choice,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.declaringClass,Class,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.declaringClass,Class,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.ABE,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.ABE,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.ART,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.ART,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.AVP,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.AVP,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.AZM,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.AZM,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.BAP,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.BAP,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.BEL,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.BEL,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.BOF,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.BOF,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.BRL,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.BRL,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.CAD,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.CAD,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.CAM,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.CAM,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.CBJ,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.CBJ,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.CHP,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.CHP,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.DKC,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.DKC,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.RTP,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.RTP,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.EBA,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.EBA,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.ELS,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.ELS,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.ERP,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.ERP,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.XCT,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.XCT,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.HRK,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.HRK,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.HRM,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.HRM,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.HUF,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.HUF,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.LGS,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.LGS,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.LVL,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.LVL,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.MUP,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.MUP,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.NOC,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.NOC,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.PCH,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.PCH,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.PDS,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.PDS,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.PEG,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.PEG,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.PNS,CashClearingSystem3Code,pacs00900101.cdtTrfTxInf[].pmtTpInf.clrChanl.MPNS,ClearingChannel2Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.PVE,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.PVE,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.SEC,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.SEC,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.SIT,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.SIT,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.SLB,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.SLB,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.SPG,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.SPG,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.SSK,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.SSK,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.TBF,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.TBF,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.TGT,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.TGT,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.TOP,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.TOP,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.FDW,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.FDW,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.BOJ,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.BOJ,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.FEY,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.FEY,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.ZEN,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.ZEN,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.DDK,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.DDK,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.AIP,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.AIP,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.BCC,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.BCC,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.BDS,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.BDS,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.BGN,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.BGN,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.BHS,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.BHS,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.BIS,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.BIS,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.BSP,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.BSP,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.EPM,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.EPM,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.EPN,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.EPN,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.FDA,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.FDA,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.GIS,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.GIS,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.INC,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.INC,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
pacs00800101.grpHdr.sttlmInf.clrSys.clrSysId.JOD,CashClearingSystem3Code,pacs00900101.grpHdr.sttlmInf.clrSys.clrSysId.JOD,CashClearingSystem3Code,heuristic-suffix,done,,heuristic match
